ID,Title,Keywords,Article type,Issue type,Volume,Issue,Authors,Author institutions,Author cities,Author countries,Jucs level 1 topics,Jucs level 2 topics,Jucs level 3 topics
018-13-1782,P Systems with Shuffle Operation and Catalytic-Like Rules,"['membrane computing', 'P system', 'shuffle on trajectories', 'picture language']",Research Article,special,18.0,13.0,"['Yunyun Niu', 'Jinbang Xu', 'K.G. Subramanian', 'Rosni Abdullah']","['Huazhong University of Science and Technology', 'Huazhong University of Science and Technology', 'Universiti Sains Malaysia', 'Universiti Sains Malaysia']","['Wuhan', 'Wuhan', 'Penang', 'Penang']","['China', 'China', 'Malaysia', 'Malaysia']","['theory of computation', 'computing methodologies']","['mathematical logic and formal languages', 'computation by abstract devices', 'document and text processing']","['general', 'formal languages', 'models of computation']"
018-13-1802,Array P System with Shuffle on Trajectories,"['membrane computing', 'P system', 'array languages', 'shuffle on trajectories']",Research Article,special,18.0,13.0,"['A.S. Prasanna Venkatesan', 'D.G. Thomas', 'T. Robinson', 'Atulya K. Nagar']","['B.S. Abdur Rahman University', 'Madras Christian College', 'Madras Christian College', 'Liverpool Hope University']","['Chennai', 'India', 'Liverpool']","['India', 'India', 'United Kingdom']",['theory of computation'],['mathematical logic and formal languages'],['formal languages']
018-13-1821,A Novel Membrane Algorithm Based on Particle Swarm Optimization for Solving Broadcasting Problems,"['membrane computing', 'membrane algorithm', 'broadcasting problem', 'particle swarm optimization', 'membrane systems']",Research Article,special,18.0,13.0,"['Gexiang Zhang', 'Fen Zhou', 'Xiaoli Huang', 'Jixiang Cheng', 'Marian Gheorghe', 'Florentin Ipate', 'Raluca Lefticaru']","['Southwest Jiaotong University', 'Southwest Jiaotong University', 'Southwest Jiaotong University', 'Southwest Jiaotong University', 'University of Sheffield', 'University of Pitesti', 'University of Pitesti']","['Chengdu', 'Chengdu', 'Chengdu', 'Chengdu', 'Sheffield', 'Pitesti', 'Pitesti']","['China', 'China', 'China', 'United Kingdom', 'Romania', 'Romania']","['theory of computation', 'computing methodologies']","['computation by abstract devices', 'artificial intelligence', 'analysis of algorithms and problem complexity']","['problem solving, control methods, and search', 'numerical algorithms and problems', 'distributed artificial intelligence', 'models of computation']"
018-13-1842,Solving Economic Dispatch Problems with Valve-point Effects using Particle Swarm Optimization,"['Particle Swarm optimization', 'economic dispatch', 'Laplace Crossover', 'Quadratic Approximation Particle Swarm optimization']",Research Article,special,18.0,13.0,"['Kusum Deep', 'Jagdish Chand Bansal']","['Indian Institute of Technology Roorkee', 'ABV-Indian Institute of Information Technology and Management Gwalior']","['Roorkee', 'Gwalior']","['India', 'India']","['computing methodologies', 'mathematics of computing']","['symbolic and algebraic manipulation', 'numerical analysis']","['optimization', 'algorithms']"
018-13-1853,Two Local Search Strategies for Differential Evolution,"['global optimization', 'differential evolution', 'trigonometric mutation', 'quadratic interpolation', 'local search']",Research Article,special,18.0,13.0,"['Musrrat Ali', 'Millie Pant', 'Atulya K. Nagar', 'Chang Wook Ahn']","['Sungkyunkwan University', 'Indian Institute of Technology Roorkee', 'Liverpool Hope University', 'Sungkyunkwan University']","['Suwon', 'Saharanpur', 'Liverpool', 'Suwon']","['Republic of Korea', 'India', 'United Kingdom', 'Republic of Korea']","['computer applications', 'computer systems organization', 'theory of computation', 'computing methodologies', 'mathematics of computing']","['general', 'computer-communication networks', 'numerical analysis', 'simulation and modeling', 'analysis of algorithms and problem complexity']","['miscellaneous ', 'applications', 'optimization']"
018-13-1871,Real-time Implementation of a Class of Optimised Multirate Quadrature Mirror Filter Bank Using Genetic Algorithms,"['optimization', 'quadrature mirror filter bank', 'genetic algorithms', 'IIR filters', 'multirate filter bank', 'real-time implementation', 'pulse code modulation', 'polyphase decomposition']",Research Article,special,18.0,13.0,['Gurvinder Singh Baicher'],['University of Wales Newport'],['Gwent'],['United Kingdom'],"['computer applications', 'computing methodologies']","['physical sciences and engineering', 'simulation and modeling']","['simulation output analysis', 'applications']"
018-13-1888,Assessing Alpha Band Event-related Synchronisation/Desynchronisation Using a Bio-Inspired Computational Model,"['Alpha rhythm', 'Event-related-(de)synchronisation', ""Alzheimer's disease"", 'thalamo-cortical model']",Research Article,special,18.0,13.0,"['Basabdatta Sen Bhattacharya', 'Damien Coyle', 'Liam P. Maguire']","['(University of Lincoln', 'University of Ulster', 'University of Ulster']","['Lincoln', 'Ulster', 'Ulster']","['United Kingdom', 'United Kingdom', 'United Kingdom']",['computing methodologies'],['simulation and modeling'],[]
018-14-1905,Managing Editor's Column,[],Editorial,regular,18.0,14.0,['Christian Gütl'],['Graz University of Technology'],['Graz'],['Austria'],[],[],[]
018-14-1906,A Hybrid Metaheuristic Strategy for Covering with Wireless Devices,"['computational geometry', 'art gallery problems', 'visibility and coverage problems', 'hybrid metaheuristics and approximation algorithms']",Research Article,regular,18.0,14.0,"['Antonio L. Bajuelos', 'Santiago Canales', 'Gregorio Hernández', 'Mafalda Martins']","['University of Aveiro', 'Universidad Pontifícia Comillas de Madrid', 'Universidad Politécnica de Madrid', 'University of Aveiro']","['Aveiro', 'Madrid', 'Madrid', 'Aveiro']","['Portugal', 'Spain', 'Spain', 'Portugal']","['computing methodologies', 'mathematics of computing']","['numerical analysis', 'artificial intelligence']","['problem solving, control methods, and search', 'optimization']"
018-14-1933,An Exploratory Study of Game-based M-learning for Software Project Management,"['m-learning', 'software project management', 'motivation', 'gaming']",Research Article,regular,18.0,14.0,"['Alton Y.K. Chua', 'Radhika Shenoy Balkunje']","['Nanyang Technological University', 'Nanyang Technological University']","['Singapore', 'Singapore']","['Singapore', 'Singapore']",['science and technology of learning'],['simulation/games'],['game based learning/gaming ']
018-14-1950,Behavioral and Temporal Pattern Detection within Financial Data with Hidden Information,"['Hidden Markov Models', 'UML', 'statecharts', 'monitoring', 'patterns', 'hidden data']",Research Article,regular,18.0,14.0,['Doron Drusinsky'],['Naval Postgraduate School'],['Monterey'],['USA'],"['software', 'theory of computation']","['software engineering', 'mathematical logic and formal languages', 'computation by abstract devices']","['software/program verification', 'models of computation', 'mathematical logic']"
018-14-1967,Multilevel Steganography: Improving Hidden Communication in Networks,"['information hiding', 'network steganography', 'multilevel steganography', 'MLS']",Research Article,regular,18.0,14.0,"['Wojciech Frączek', 'Wojciech Mazurczyk', 'Krzysztof Szczypiorski']","['Warsaw University of Technology', 'Warsaw University of Technology', 'Warsaw University of Technology']","['Warsaw', 'Warsaw', 'Warsaw']","['Poland', 'Poland', 'Poland']",['computer systems organization'],['computer-communication networks'],['general']
018-14-1987,Optimized On-Chip-Pipelining for Memory-Intensive Computations on Multi-Core Processors with Explicit Memory Hierarchy,"['parallel merge sort', 'on-chip pipelining', 'multicore computing', 'task mapping', 'streaming computations']",Research Article,regular,18.0,14.0,"['Jörg Keller', 'Christoph W. Kessler', 'Rikard Hultén']","['FernUniversität in Hagen', 'Linköping Universitet', 'Linköping Universitet']","['Hagen', 'Linköping', 'Linköping']","['Germany', 'Sweden', 'Sweden']","['computer systems organization', 'software', 'theory of computation']","['programming languages', 'computation by abstract devices', 'programming techniques', 'processor architectures', 'analysis of algorithms and problem complexity']","['parallel architectures', 'processors', 'modes of computation', 'concurrent programming', 'nonnumerical algorithms and problems']"
018-14-2024,Controlled Pure Grammar Systems,"['formal languages', 'pure grammar systems', 'controlled derivations']",Research Article,regular,18.0,14.0,"['Alexander Meduna', 'Petr Zemek']","['Brno University of Technology', 'Brno University of Technology']","['Brno', 'Brno']","['Czech Republic', 'Czech Republic']",['theory of computation'],"['mathematical logic and formal languages', 'computation by abstract devices']","['grammars and other rewriting systems', 'formal languages', 'models of computation']"
018-14-2041,Software Cost Modelling and Estimation Using Artificial Neural Networks Enhanced by Input Sensitivity Analysis,"['software cost estimation', 'artificial neural networks', 'input sensitivity analysis']",Research Article,regular,18.0,14.0,"['Efi Papatheocharous', 'Andreas S. Andreou']","['University of Cyprus', 'Cyprus University of Technology']","['Nicosia', 'Lemesos']","['Cyprus', 'Cyprus']",['software'],['software engineering'],"['management', 'metrics']"
018-14-2071,Modeling the Value of End-to-End Multipath Protocols,"['multipath communication', 'path diversity', 'net benefit', 'end user']",Research Article,regular,18.0,14.0,"['Henna Suomi', 'Kalevi Kilkki', 'Heikki Hämmäinen']","['Aalto University', 'Aalto University', 'Aalto University']","['Espoo', 'Espoo', 'Espoo']","['Finland', 'Finland', 'Finland']","['information systems', 'software']","['operating systems', 'models and principles']","['general', 'communications management']"
018-15-2093,Technology for Learning across Physical and Virtual Spaces,[],Editorial,special,18.0,15.0,"['Carlos Delgado Kloos', 'Davinia Hernández-Leo', 'Juan I. Asensio-Pérez']","['Universidad Carlos III de Madrid', 'Universitat Pompeu Fabra', 'Universidad de Valladolid']","['Madrid', 'Barcelona', 'Valladolid']","['Spain', 'Spain', 'Spain']",[],[],[]
018-15-2097,Design-Oriented Pedagogy for Technology-Enhanced Learning to Cross Over the Borders between Formal and Informal Environments,"['pedagogical model', 'learning by collaborative designing', 'learning object', 'project-based learning', 'design-oriented pedagogy']",Research Article,special,18.0,15.0,"['Henriikka Vartiainen', 'Anu Liljeström', 'Jorma Enkenberg']","['University of Eastern Finland', 'University of Eastern Finland', 'University of Eastern Finland']","['Savonlinna', 'Savonlina', 'Savonlina']","['Finland', 'Finland', 'Finland']",['science and technology of learning'],"['assesment/evaluation/meaurement', 'learning']",[]
018-15-2120,A Review of Mobile Location-based Games for Learning across Physical and Virtual Spaces,"['mobile games', 'mobile learning', 'informal learning', 'location based games', 'game-based learning']",Research Article,special,18.0,15.0,"['Nikolaos Avouris', 'Nikoleta Yiannoutsou']","['University of Patras', 'University of Patras']","['Patras', 'Patras']","['Greece', 'Greece']",['information systems'],"['information storage and retrieval', 'information interfaces and presentation (e.g., hci)']","['multimedia information systems', 'content analysis and indexing', 'information search and retrieval', 'digital libraries', 'information storage']"
018-15-2143,ARLearn: Augmented Reality Meets Augmented Virtuality,"['immersive learning games', 'augmented reality', 'augmented virtuality']",Research Article,special,18.0,15.0,"['Stefaan Ternier', 'Roland Klemke', 'Marco Kalz', 'Patricia van Ulzen', 'Marcus Specht']","['Open University of the Netherlands', 'Open University of the Netherlands', 'Open University of the Netherlands', 'Open University of the Netherlands', 'Open University of the Netherlands']","['Heerlen', 'Heerlen', 'Heerlen', 'Heerlen']","['The Netherlands', 'The Netherlands', 'The Netherlands', 'The Netherlands', 'The Netherlands']",['science and technology of learning'],['simulation/games'],['game based learning/gaming ']
018-15-2165,SOS: Orchestrating Collaborative Activities across Digital and Physical Spaces Using Wearable Signaling Devices,"['activities across spaces', 'CSCL', 'collaborative learning flows', 'classroom orchestration', 'augmented physical spaces', 'wearable devices']",Research Article,special,18.0,15.0,"['Davinia Hernández-Leo', 'Raul Nieves', 'Ernesto Arroyo', 'Andrea Rosales', 'Javier Melero', 'Josep Blat']","['Universitat Pompeu Fabra', 'Universitat Pompeu Fabra', 'Universitat Pompeu Fabra', 'Universitat Pompeu Fabra', 'Universitat Pompeu Fabra', 'Universitat Pompeu Fabra']","['Barcelona', 'Barcelona', 'Barcelona', 'Barcelona', 'Barcelona', 'Barcelona']","['Spain', 'Spain', 'Spain', 'Spain', 'Spain', 'Spain']","['science and technology of learning', 'computing milieux']","['ubiquitous/pervasive/mobile  ', 'computers and education', 'society/community ']","['general', 'wireless/pervasive computing  ', 'computer uses in education', 'collaboration ']"
018-15-2187,Architecture for Collaborative Learning Activities in Hybrid Learning Environments,"['hybrid learning environments', 'augmented reality', 'augmented virtuality', 'mirror worlds', '3D virtual worlds', 'architecture for virtual learning environments']",Research Article,special,18.0,15.0,"['María Blanca Ibáñez', 'David Maroto', 'José Jesús García Rueda', 'Derick Leony', 'Carlos Delgado Kloos']","['Universidad Carlos III de Madrid', 'Universidad Carlos III de Madrid', 'Universidad Carlos III de Madrid', 'Universidad Carlos III de Madrid', 'Universidad Carlos III de Madrid']","['Madrid', 'Madrid', 'Madrid', 'Madrid', 'Madrid']","['Spain', 'Spain', 'Spain', 'Spain', 'Spain']","['information systems', 'science and technology of learning']","['information systems applications', 'learning', 'information interfaces and presentation (e.g., hci)']","['communications applications', 'innovation ', 'types of systems', 'user interfaces', 'group and organization interfaces']"
018-16-2203,Managing Editor's Column,[],Editorial,regular,18.0,16.0,['Christian Gütl'],['Graz University of Technology'],['Graz'],['Austria'],[],[],[]
018-16-2204,Constructor-based Logics,"['institution', 'Horn logic', 'proof theory', 'completeness', 'induction', 'constructor']",Research Article,regular,18.0,16.0,"['Daniel Găină', 'Kokichi Futatsugi', 'Kazuhiro Ogata']","['Japan Advanced Institute of Science and Technology', 'Japan Advanced Institute of Science and Technology', 'Japan Advanced Institute of Science and Technology']","['Nomi', 'Nomi', 'Nomi']","['Japan', 'Japan', 'Japan']",['theory of computation'],"['mathematical logic and formal languages', 'logics and meanings of programs']",[]
018-16-2234,Enriching Ontology Concepts Based on Texts from WWW and Corpus,"['semantic web', 'ontology', 'corpus', 'word senses', 'word sense disambiguation (WSD)', 'coarse-grained word senses']",Research Article,regular,18.0,16.0,"['Tarek F. Gharib', 'Nagwa Badr', 'Shaimaa Haridy', 'Ajith Abraham']","['King Abdulaziz University', 'Ain Shams University', 'Ain Shams University', 'Machine Intelligence Research Labs (MIR Labs)']","['Jeddah', 'Cairo', 'Cairo', 'ashington']","['Saudi Arabia', 'Egypt', 'Egypt', 'USA']",['knowledge management '],['knowledge retrieval'],[]
018-16-2252,The Educational Affordances of Widgets and Application Stores,"['W3C', 'Widget', 'affordance', 'Personal Learning Environment', 'learning design', 'app store', 'Apache', 'Wookie', 'Rave', 'EDUKapp', 'iTEC', 'Omelette', 'iCamp', 'ROLE']",Research Article,regular,18.0,16.0,"['David Griffiths', 'Mark William Johnson', 'Kris Popat', 'Paul Sharples', 'Scott Wilson']","['The University of Bolton', 'The University of Bolton', 'The University of Bolton', 'The University of Bolton', 'The University of Bolton']","['Bolton', 'Bolton', 'Bolton', 'Bolton', 'Bolton']","['United Kingdom', 'United Kingdom', 'United Kingdom', 'United Kingdom', 'United Kingdom']",['science and technology of learning'],"['learning', 'methodology/tools/technology']","['individualised learning solution ', 'elearning systems/technology/tools/platforms  ', 'personalization and profiling ', 'technology enhanced learning ']"
018-16-2274,Digital Learning Resources in Higher Education: Designing for Large-scale Use,"['activating digital learning resources', 'learning objects', 'requirements engineering', 'design-oriented research', 'large-scale use']",Research Article,regular,18.0,16.0,"['Rob J.M. Hartog', 'Adrie J.M. Beulens', 'Johannes Tramper']","['Wageningen University', 'Wageningen University', 'Wageningen University']","['Wageningen', 'Wageningen', 'Wageningen']","['The Netherlands', 'The Netherlands', 'The Netherlands']",['computing milieux'],['computers and education'],"['general', 'computer uses in education']"
018-16-2301,Weaving Scholarly Legacy Data into Web of Data,[],Research Article,regular,18.0,16.0,"['Atif Latif', 'Muhammad Tanvir Afzal', 'Hermann Maurer']","['Leibniz Information Center for Economics', 'Mohammad Ali Jinnah University', 'Graz University of Technology']","['Kiel', 'Islamabad', 'Graz']","['Germany', 'Pakistan', 'Austria']","['information systems', 'knowledge management ', 'science and technology of learning']","['knowledge acquisition', 'information storage and retrieval', 'knowledge and media']","['information search and retrieval', 'semantic web']"
018-16-2319,Learning to Classify Neutral Examples from Positive and Negative Opinions,"['opinion mining', 'sentiment polarity', 'neutral examples', 'NLP']",Research Article,regular,18.0,16.0,"['María-Teresa Martín-Valdivia', 'Arturo Montejo-Ráez', 'Alfonso Ureña-López', 'Mohammed Rushdi Saleh']","['University of Jaén', 'University of Jaén', 'University of Jaén', 'University of Jaén']","['Jaén', 'Jaén', 'Jaén', 'Jaén']","['Spain', 'Spain', 'Spain', 'Spain']","['information systems', 'science and technology of learning', 'computing methodologies']","['artificial intelligence', 'information storage and retrieval', 'document and text processing', 'methodology/tools/technology']","['information search and retrieval', 'information retrieval and search ', 'natural language processing', 'applications and expert systems']"
018-16-2334,A Review of Constructivist Learning Methods with Supporting Tooling in ICT Higher Education: Defining Different Types of Scaffolding,"['literature review', 'ICT Engineering Education', 'teaching and learning strategies', 'constructivism', 'scaffolding']",Research Article,regular,18.0,16.0,"['Javier Melero', 'Davinia Hernández-Leo', 'Josep Blat']","['Universitat Pompeu Fabra', 'Universitat Pompeu Fabra', 'Universitat Pompeu Fabra']","['Barcelona', 'Barcelona', 'Barcelona']","['Spain', 'Spain', 'Spain']","['computer applications', 'science and technology of learning', 'general literature']","['general', 'methodology/tools/technology', 'introductory and survey']",[]
018-17-2361,Conceptual Modelling of Services,[],Editorial,special,18.0,17.0,"['Hui Ma', 'Klaus-Dieter Schewe', 'Bernhard Thalheim', 'Qing Wang']","['Victoria University of Wellington', 'Johannes Kepler University Linz', 'Christian Albrechts University Kiel', 'Australian National University']","['Wellington', 'Linz', 'Kiel', 'Canberra']","['New Zealand', 'Austria', 'Germany', 'Australia']",[],[],[]
018-17-2364,Towards Model-Driven Engineering Support for Service Evolution,"['service evolution', 'model-driven engineering', 'compatibility', 'type theory']",Research Article,special,18.0,17.0,"['Juan M. Vara', 'Vasilios Andrikopoulos', 'Michael P. Papazoglou', 'Esperanza Marcos']","['Rey Juan Carlos University', 'University of Stuttgart', 'Tilburg University', 'Rey Juan Carlos University']","['Madrid', 'Stuttgart', 'Tilburg', 'Madrid']","['Spain', 'Germany', 'The Netherlands', 'Spain']","['information systems', 'software', 'theory of computation']","['software engineering', 'programming languages', 'models and principles', 'mathematical logic and formal languages']","['requirements/specifications', 'formal languages', 'programming environments', 'design tools and techniques', 'systems and information theory', 'formal definitions and theory']"
018-17-2383,Behavior Alignment and Control Flow Verification of Process and Service Choreographies,"['verification', 'choreography', 'Web service', 'business process']",Research Article,special,18.0,17.0,"['Jorge Roa', 'Pablo Villarreal', 'Omar Chiotti']","['Universidad Tecnológica Nacional', 'Universidad Tecnológica Nacional', 'INGAR-CONICET']","['Santa Fe', 'Santa Fe', 'Santa Fe']","['Argentina', 'Argentina', 'Argentina']",['software'],['software engineering'],"['design', 'design tools and techniques']"
018-17-2407,A Metadirectory of Web Components for Mashup Composition,"['mashups', 'services', 'widgets', 'components', 'discovery', 'integration']",Research Article,special,18.0,17.0,"['Jose Ignacio Fernández-Villamor', 'Carlos Á. Iglesias', 'Mercedes Garijo']","['Universidad Politécnica de Madrid', 'Universidad Politécnica de Madrid', 'Universidad Politécnica de Madrid']","['Madrid', 'Madrid', 'Madrid']","['Spain', 'Spain', 'Spain']",['information systems'],['information storage and retrieval'],"['systems and software', 'online information services']"
018-17-2432,A Formal Approach for Risk Assessment in RBAC Systems,"['risk assessment', 'access control', 'RBAC', 'poset', 'security classification']",Research Article,special,18.0,17.0,['Ji Ma'],['Software Competence Center Hagenberg'],['Hagenberg'],['Austria'],['information systems'],['models and principles'],['general']
018-17-2452,A Conceptual Model for IT Service Systems,"['service systems', 'conceptual modelling', 'IT service systems', 'Web-based services', 'classical rhetorical frame', 'Hermagoras of Temnos', 'conceptual model for services']",Research Article,special,18.0,17.0,"['Ajantha Dahanayake', 'Bernhard Thalheim']","['Prince Sultan University', '(Christian-Albrechts University of Kiel']","['Riyadh', 'Kiel']","['Kingdom of Saudi Arabia', 'Germany']","['information systems', 'computer applications']","['database management', 'information systems applications', 'social and behavioral sciences', 'models and principles', 'computers in other systems']","['communications applications', 'languages', 'types of systems', 'systems', 'systems and information theory']"
018-17-2474,Service-Oriented Development of Web Information Systems,"['service-oriented', 'model-driven development', 'Web information systems']",Research Article,special,18.0,17.0,"['Valeria de Castro', 'Juan Manuel Vara', 'Esperanza Marcos']","['Rey Juan Carlos University', 'Rey Juan Carlos University', 'Rey Juan Carlos University']","['Madrid', 'Madrid', 'Madrid']","['Spain', 'Spain', 'Spain']","['information systems', 'software']","['software engineering', 'information interfaces and presentation (e.g., hci)']","['general', 'user interfaces', 'hypertext/hypermedia', 'design tools and techniques']"
018-17-2493,A Conceptual Ontology-based Resource Meta-Model towards Business-driven Information System Implementation,"['conceptual model', 'software engineering', 'information systems', 'ontology', 'resource oriented architecture', 'business process', 'service composition']",Research Article,special,18.0,17.0,"['Hongming Cai', 'Boyi Xu', 'Fenglin Bu']","['Shanghai Jiao Tong University', 'Shanghai Jiao Tong University', 'Shanghai Jiao Tong University']","['Shanghai', 'Shanghai', 'Shanghai']","['China', 'China', 'China']","['information systems', 'software']","['software engineering', 'information systems applications', 'models and principles']","['general', 'software architectures', 'systems and information theory']"
018-18-2514,Trends in Immersive Education Research,[],Editorial,special,18.0,18.0,"['Carlos Delgado Kloos', 'Christian Gütl', 'Frank Kappe']","['Universidad Carlos III de Madrid', 'Graz University of Technology', 'Graz University of Technology']","['Madrid', 'Graz', 'Graz']","['Spain', 'Austria', 'Austria']",[],[],[]
018-18-2516,A Proposal to Create Learning Environments in Virtual Worlds Integrating Advanced Educative Resources,"['Virtual Worlds', 'Second Life', 'OpenSimulator', 'Sloodle', 'E-learning', 'speech interaction']",Research Article,special,18.0,18.0,"['David Griol', 'José Manuel Molina', 'Araceli Sanchis de Miguel', 'Zoraida Callejas']","['Carlos III University of Madrid', 'Carlos III University of Madrid', 'Carlos III University of Madrid', 'University of Granada']","['Leganés', 'Leganés', 'Leganés', 'Granada']","['Spain', 'Spain', 'Spain', 'Spain']","['information systems', 'science and technology of learning', 'computer applications']","['computer-aided engineering', 'society/community ', 'information interfaces and presentation (e.g., hci)', 'methodology/tools/technology']","['human computer interface ', 'multimedia information systems', 'hypertext/hypermedia', 'user interfaces', 'technology enhanced learning ', 'elearning systems/technology/tools/platforms  ', 'virtual community ']"
018-18-2542,The ShanghAI Lectures: A Global Education Project on Artificial Intelligence,"['global teaching', 'intercultural learning', 'videoconference', '3D collaborative virtual environments']",Research Article,special,18.0,18.0,"['Nathan Labhart', 'Béatrice S. Hasler', 'Andy Zbinden', 'Andreas Schmeil']","['University of Zurich', 'Interdisciplinary Center Herzliya', 'SWITCH', 'University of Lugano']","['Zürich', 'Herzliya', 'Zürich', 'Lugano']","['Switzerland', 'Israel', 'Switzerland', 'Switzerland']",['science and technology of learning'],"['simulation/games', 'society/community ', 'learning', 'methodology/tools/technology']","['simulation ', 'user satisfaction', 'technology enhanced learning ', 'online education ', 'elearning systems/technology/tools/platforms  ', 'collaboration ', 'virtual community ']"
018-18-2556,Creating Test Questions for 3D Collaborative Virtual Worlds: the WorldOfQuestions Authoring Environment,"['authoring tools', '3D collaborative virtual worlds', 'computer based assessment', 'TAM']",Research Article,special,18.0,18.0,"['María Blanca Ibáñez', 'José Jesús Garcia Rueda', 'Diego Morillo', 'Carlos Delgado Kloos']","['Universidad Carlos III de Madrid', 'Universidad Carlos III de Madrid', 'Universidad Carlos III de Madrid', 'Universidad Carlos III de Madrid']","['Leganés', 'Leganés', 'Leganés', 'Leganés']","['Spain', 'Spain', 'Spain', 'Spain']",['science and technology of learning'],['methodology/tools/technology'],['elearning systems/technology/tools/platforms  ']
018-18-2576,MareMonstrum: a Contribution to Empirical Research about How the Use of MUVEs May Improve Students' Motivation,"['computer supported collaborative learning', 'problem based learning', 'learning in multi-user virtual environments']",Research Article,special,18.0,18.0,"['Pilar Sancho', 'Javier Torrente', 'Baltasar Fernández-Manjón']","['Complutense University of Madrid', 'Complutense University of Madrid', 'Complutense University of Madrid']","['Madrid', 'Madrid', 'Madrid']","['Spain', 'Spain', 'Spain']","['information systems', 'science and technology of learning', 'computer applications']","['physical sciences and engineering', 'simulation/games', 'information interfaces and presentation (e.g., hci)', 'society/community ']","['multimedia information systems', 'game based learning/gaming ', 'virtual community ']"
018-19-2599,Distributed Development of Information System,[],Editorial,special,18.0,19.0,"['Alok Mishra', 'Jürgen Münch', 'Deepti Mishra']","['Atilim University', 'University of Helsinki', 'Atilim University']","['Ankara', 'Helsinki', 'Ankara']","['Turkey', 'Finland', 'Turkey']",[],[],[]
018-19-2602,Obtaining Requirements for Designing a Tool to Support Distributed Development,"['trust', 'distributed software sevelopment (DSD)', 'global software development (GSD)', 'tools for GSD']",Research Article,special,18.0,19.0,"['José Luis Hernández', 'Aurora Vizcaíno', 'Ismael Caballero', 'Gabriela Aranda']","['University of Castilla-La Mancha', 'University of Castilla-La Mancha', 'University of Castilla-La Mancha', 'National University of Comahue']","['Ciudad Real', 'Ciudad Real', 'Ciudad Real', 'Neuquen']","['Spain', 'Spain', 'Spain', 'Argentina']",['software'],"['software engineering', 'operating systems']","['communications management', 'design tools and techniques']"
018-19-2625,"Division of Effort, Productivity, Quality, and Relationships in FLOSS Virtual Teams: Evidence from the FreeBSD Project","['FLOSS', 'open source development', 'virtual teams', 'distributed work', 'FreeBSD']",Research Article,special,18.0,19.0,"['George M. Giaglis', 'Diomidis Spinellis']","['Athens University of Economics and Business', 'Athens University of Economics and Business']","['Athens', 'Athens']","['Greece', 'Greece']","['software', 'computing milieux']","['software engineering', 'computers and society', 'management of computing and information systems']","['software management', 'management', 'organizational impacts', 'project and people management']"
018-19-2646,A Study of the Impact of Global Software Development in Packaged Software Release Planning,"['global software development', 'product manager', 'release planning', 'focus group', 'Delphi study']",Research Article,special,18.0,19.0,"['Ricardo Colomo-Palacios', 'Pedro Soto-Acosta', 'Francisco J. García-Peñalvo', 'Ángel García-Crespo']","['Universidad Carlos III de Madrid', 'Universidad de Murcia', 'Universidad de Salamanca', 'Universidad Carlos III de Madrid']","['Leganes', 'Murcia', 'Salamanca', 'Leganes']","['Spain', 'Spain', 'Spain', 'Spain']",['software'],['software engineering'],['management']
018-19-2669,Metamodeling the Structure and Interaction Behavior of Cooperative Component-based User Interfaces,"['MDE', 'component-based development', 'user interfaces', 'user interaction', 'cooperative systems']",Research Article,special,18.0,19.0,"['Luis Iribarne', 'Nicolas Padilla', 'Javier Criado', 'Cristina Vicente-Chicote']","['University of Almeria', 'University of Almeria', 'University of Almeria', 'Technical University of Cartagena']","['University of Almeria', 'Almeria', 'Almeria', 'Cartagena']","['Spain', 'Spain', 'Spain', 'Spain']","['information systems', 'software']","['software engineering', 'information systems applications', 'information interfaces and presentation (e.g., hci)']",[]
018-19-2686,An Integrated Approach of Software Development and Test Processes to Distributed Teams,"['global software development', 'software process', 'test']",Research Article,special,18.0,19.0,"['Gislaine Camila Lapasini Leal', 'Ana Paula Chaves', 'Elisa Hatsue Moriya Huzita', 'Marcio Eduardo Delamaro']","['State University of Maringa', 'Federal Technological University of Parana', 'State University of Maringa', 'University of Sao Paulo']","['Maringa', 'Campo Mourao', 'Maringa', 'Sao Carlos']","['Brazil', 'Brazil', 'Brazil', 'Brazil']",['information systems'],"['information storage and retrieval', 'information interfaces and presentation (e.g., hci)', 'database management']","['hypertext/hypermedia', 'digital libraries']"
018-19-2706,Knowledge Management Initiatives in Offshore Software Development: Vendors' Perspectives,"['distributed knowledge management', 'Tacit', 'Explicit', 'Experience Capture', 'Software Development']",Research Article,special,18.0,19.0,"['Anuradha Mathrani', 'David Parsons', 'Sanjay Mathrani']","['Massey University', 'Massey University', 'Massey University']","['Auckland', 'Auckland', 'Auckland']","['New Zealand', 'New Zealand', 'New Zealand']","['knowledge management ', 'software']","['software engineering', 'knowledge valuation ', 'knowledge reuse']","['management', 'distribution, maintenance, and enhancement']"
018-19-2731,A Global Software Inspection Process for Distributed Software Development,"['global software development', 'distributed software development', 'software inspection', 'tool', 'software quality']",Research Article,special,18.0,19.0,"['Deepti Mishra', 'Alok Mishra']","['Atilim University Incek', 'Atilim University Incek']","['Ankara', 'Ankara']","['Turkey', 'Turkey']",['software'],['software engineering'],"['software/program verification', 'design tools and techniques']"
018-20-2747,Managing Editor's Column,[],Editorial,regular,18.0,20.0,['Christian Gütl'],['Graz University of Technology'],['Graz'],['Austria'],[],[],[]
